id,emb,label,name,community
447,"[-0.005156424827873707, -0.0028657885268330574, -0.0044496930204331875, 0.006653023883700371, -0.0007968723075464368, -0.006812101695686579, 0.004728724714368582, 0.0012428965419530869, -0.0074569606222212315, 0.002525051822885871, 0.000890062830876559, -0.005806855391710997, 0.006530567537993193, -0.004149734973907471, -0.00576293608173728, -0.0021694954484701157, 0.00396358547732234, 0.0003124463837593794, 0.002414579503238201, -0.0006088499212637544, 0.005947928410023451, 0.00662666279822588, 0.0019063260406255722, 0.006628456991165876, -0.0011148140765726566, -0.007097029592841864, -0.002710640663281083, -0.0032833495642989874, 5.999105269438587e-06, 0.0035066711716353893, -0.0007406441727653146, 0.00500020245090127, -0.000689476786646992, -0.006371411494910717, -0.005164456088095903, -0.0024972876999527216, -0.004451179876923561, -0.006601166911423206, 0.000981873949058354, 0.0008362024673260748, 0.004289601463824511, -0.0031667582225054502, 0.00041580895776860416, -0.003507810877636075, 0.0028109271079301834, -0.0030918761622160673, -0.0031320657581090927, -0.0046753534115850925, -0.007373832631856203, 0.002991215791553259, 0.0027544486802071333, -0.007648014929145575, 0.0028077841270715, 0.0032147688325494528, 0.0007554705953225493, 0.005560462828725576, 0.0040152654983103275, 0.0002855040947906673, 0.005280014593154192, 0.00018504039326217026, -0.005103153642266989, 0.0015607747482135892, -0.00663156108930707, 0.004475533030927181]",Singer,Lê Minh Bằng,9
448,"[-0.005157824140042067, -0.00021665739768650383, 0.004461204167455435, 0.003251149784773588, 0.004987668711692095, 0.0037019418086856604, -0.0018569688545539975, 0.0005401441594585776, -0.0063942670822143555, 0.0024599418975412846, 0.002799755660817027, -0.0023909038864076138, -0.006790441926568747, 0.0034009756054729223, 0.0031312413047999144, -0.005199979525059462, -0.0029832578729838133, -0.007006295956671238, 0.0019052952993661165, 0.005070062819868326, 0.0013264473527669907, -0.004029666073620319, 0.005949822720140219, 0.003346942598000169, -0.002260323613882065, -0.0023605863098055124, -0.003413313999772072, 0.006798210088163614, 0.006930380593985319, 0.005410595331341028, -0.0062908087857067585, -0.0034005793277174234, 0.003930107690393925, -0.006092928349971771, 0.006008934695273638, 0.0058763292618095875, -0.005977184511721134, 0.007414557505398989, 0.0018529873341321945, 0.0064337896183133125, -0.0041407132521271706, 0.0025740214623510838, 0.004749053157866001, -0.005705640651285648, -0.006957684643566608, -0.006206150632351637, -0.0014107294846326113, -0.005297482945024967, -0.004045553971081972, -0.004914251621812582, 0.0053077940829098225, 0.0029810054693371058, -0.006750388070940971, -0.005707479547709227, 0.002473158296197653, -0.007795942481607199, 0.0015834284713491797, -0.0010252445936203003, -0.0005863059777766466, 0.005203160457313061, 0.002189272316172719, -0.0049423836171627045, -0.006007057148963213, 0.006944582797586918]",Singer,Thế Song,9
449,"[-0.005153625272214413, 0.007460949011147022, -0.006646487861871719, -0.002168227219954133, 0.003259045770391822, 0.0034098110627382994, 0.002275111386552453, 0.0026484010741114616, 0.006042651832103729, 0.0026552714407444, -0.0029293238185346127, 0.0029862418305128813, 0.0019225869327783585, -0.003626156598329544, 0.007698710076510906, 0.0038914724718779325, 0.002232271945104003, -0.0006750700995326042, 0.003433146746829152, 0.0036583254113793373, -0.00043410909711383283, -0.0033106787595897913, -0.0061806668527424335, -0.0024335149209946394, 0.0011762046488001943, -0.0009449159260839224, -0.0013052929425612092, 0.00780353182926774, 0.0017822359222918749, -0.0003011771768797189, -0.005265315528959036, 0.006176765542477369, 0.005696354433894157, -0.006928378250449896, 0.0037387616466730833, -0.0036195209249854088, -0.0013991707237437367, -0.003382614813745022, -0.0007603526464663446, 0.005266028456389904, 0.005525229964405298, 0.0009766820585355163, 0.007374319713562727, 0.0008878482040017843, 0.006723150610923767, 0.0031366723123937845, -0.00657473923638463, -0.0034310936462134123, 0.0015946096973493695, 0.0031771506182849407, -0.0023522425908595324, 0.0023439445067197084, 0.006299128290265799, 0.005434265825897455, -0.002679905155673623, 0.0010232742642983794, -0.006746060214936733, 0.002907001646235585, 0.0013876549201086164, 0.005773800425231457, -0.004063005093485117, -0.0010579091031104326, 0.007744431961327791, -0.0004625670553650707]",Singer,Bùi Đình Thảo,5
450,"[-0.00515502505004406, -0.005514919757843018, 0.0022644095588475466, -0.005570101551711559, -0.006581413093954325, -0.0017011453164741397, -0.004310581833124161, 0.0019456486916169524, 0.0071053458377718925, 0.0025901615153998137, -0.0010196305811405182, 0.006402193568646908, 0.004226577002555132, 0.003924554213881493, 0.000967887113802135, 0.0008609885699115694, -0.00471457140520215, 0.007631188258528709, 0.0029238632414489985, -0.006287762429565191, -0.005055590532720089, 0.0016579922521486878, -0.0021371706388890743, -0.005715029314160347, 3.069504600716755e-05, 0.003791527356952429, -0.0020079666282981634, 0.0022600912488996983, -0.006918382365256548, 0.0016027470119297504, 0.004809520207345486, -0.0022240160033106804, -0.005309061147272587, -0.00664989510551095, -0.00071284722071141, 0.004754095803946257, -0.002925175242125988, -0.004991890862584114, 0.00011076066584791988, -0.004761384800076485, -0.0029050845187157393, 0.006717462092638016, -0.003917435649782419, -0.0013099811039865017, -0.0030454611405730247, 2.239799505332485e-05, -0.004853402730077505, -0.004053223412483931, 0.004922888707369566, -0.0047283167950809, 0.00020110314653720707, -0.0026520350947976112, -0.0032590439077466726, -0.003487982554361224, -0.0009622171055525541, 0.003291868371888995, 0.006447102874517441, 0.0015962528996169567, -0.0044786655344069, -0.004833079408854246, 0.003229420632123947, -0.007561067119240761, -0.007256064563989639, 0.002006483031436801]",Singer,Nguyễn An,2
451,"[-0.0004485840618144721, 0.006698570679873228, -0.0005305925151333213, -0.0070771402679383755, 0.00642816536128521, 0.0028831264935433865, -0.0057043274864554405, -0.0020721980836242437, -0.0025488841347396374, 0.0013271159259602427, -0.0069129629991948605, -0.008227693848311901, 0.0007945155375637114, -0.005853804759681225, -0.0007970683509483933, 0.002222040668129921, 0.007651754654943943, 0.0012775269569829106, 0.002144406083971262, 0.007031736895442009, 0.0029702093452215195, -0.004739314783364534, 0.0019842663314193487, -0.007979942485690117, -0.0050353542901575565, -0.004000884015113115, -0.005441511981189251, 0.006822510622441769, -0.004052439704537392, -0.005189795047044754, -0.008447999134659767, 0.0014890969032421708, 0.002588718431070447, -0.004328377079218626, -0.007143252529203892, -0.000614808639511466, 0.0055637722834944725, 0.0022620167583227158, 0.0053370436653494835, 0.007386171258985996, 0.002512951148673892, 0.0032091850880533457, 0.0015044424217194319, 0.002027534879744053, -0.005471632815897465, 0.0003229395078960806, 0.0026288582012057304, -0.005606436170637608, 0.0059328265488147736, 0.001988046569749713, -0.0018161647021770477, 0.0030063048470765352, -0.003605659119784832, -0.0007529996801167727, 0.008109125308692455, -0.001150305732153356, -0.005581271834671497, -0.0045061963610351086, -0.0018523205071687698, 0.004493760876357555, -0.006224630866199732, 0.006651926785707474, -0.0031329754274338484, -0.0021290641743689775]",Singer,Đen,3
452,"[-0.005163423251360655, -0.005245132837444544, -0.006770207080990076, 0.005268651992082596, -0.0031241674441844225, -0.0011168839409947395, 0.0030502579174935818, -0.0022708645556122065, -0.002143491990864277, 0.0021995017305016518, -0.005186471156775951, -0.00435209833085537, 0.0024255195166915655, 0.0023538193199783564, 0.007457949686795473, -0.0016969151329249144, 0.00047936843475326896, -0.005031263921409845, -0.00013183975534047931, -0.00346428737975657, -0.0015344778075814247, 0.00022001737670507282, 0.00649880850687623, 0.005845886655151844, -0.00684236129745841, 0.000960185716394335, -0.006224009208381176, 0.0002494476502761245, 0.0033779065124690533, -0.002598707564175129, 0.002758533926680684, -0.005753705278038979, 0.0067834449000656605, -0.0049789948388934135, 0.0038274985272437334, -0.007504203822463751, 0.0035437962505966425, 0.0009774535428732634, 0.00533744040876627, -0.0024258617777377367, -0.006611970253288746, -0.005712858866900206, 0.006457030773162842, 0.0011280408361926675, 0.0008428677683696151, -0.003038248047232628, 0.00547461723908782, -0.00778600201010704, -0.006357439327985048, -0.005286121275275946, -0.0001038237678585574, -0.001377913518808782, 0.0018919234862551093, 0.005478527396917343, -0.006281090434640646, 0.001278434880077839, 0.007481080014258623, -0.006268240045756102, 0.007198413368314505, -0.005974359344691038, 0.0001089759316528216, 0.000294984201900661, -0.003509042551741004, 0.0011957823298871517]",Singer,Thao Giang,1
453,"[-0.005159223917871714, 0.0024324734695255756, -0.002252898644655943, -0.0001507249689893797, -0.0048527903854846954, -0.0014090146869421005, 0.007182337809354067, -0.00016260820848401636, -0.005331573076546192, 0.0023948317393660545, 0.004709449131041765, 0.001025047735311091, -0.004486451856791973, -0.004673313349485397, -0.0035995817743241787, 0.0073945363983511925, 0.005694898776710033, 0.0012999624013900757, 0.001396011677570641, -0.004876025021076202, -0.003295033937320113, 0.0009390045888721943, -0.005631681066006422, 6.542884511873126e-05, -0.003405833151191473, 0.002375856740400195, -0.0041159880347549915, 0.0012547693913802505, -0.0017702379263937473, 0.007314519956707954, 0.003784026950597763, 0.0038236393593251705, -0.0070753078907728195, -0.005814444739371538, 0.001557325478643179, -0.001375054125674069, -0.007503189612179995, 0.0058052814565598965, 0.0027241003699600697, -0.0035936234053224325, 0.0030539727304130793, -0.007310198619961739, -0.006542702205479145, 0.007721529807895422, -0.001101296511478722, 0.006304575130343437, 0.0003106074291281402, -0.005919612944126129, -0.0007172753685154021, 0.002805280964821577, -0.007763860281556845, -0.0020149743650108576, -0.0006835602689534426, 0.0009952723048627377, 0.004190846346318722, -0.005527348257601261, -0.000848408613819629, -0.002335993340238929, -0.006452626083046198, -0.005403719376772642, -0.006143301725387573, 0.004179458599537611, -0.0053825536742806435, -0.0062113674357533455]",Singer,Dương Hồng Từ,3
454,"[-0.005160623695701361, 0.005081604700535536, 0.006657998543232679, -0.003552599111571908, 0.0009317505755461752, -0.006519970949739218, 0.0005966445314697921, -0.0008653603144921362, -0.004268879536539316, 0.002329722046852112, 0.00661914236843586, 0.004440999124199152, -0.002182461554184556, 0.002877397695556283, 0.005294595379382372, 0.004364052787423134, -0.0012519448064267635, -0.006018779706209898, 0.0008867276483215392, 0.0008028873708099127, 0.007708484772592783, 0.005907675717025995, -0.0015881843864917755, -0.0032160852570086718, -0.004551342222839594, 0.007112299557775259, -0.004818661604076624, -0.00428867107257247, 0.005154143553227186, -0.006406555883586407, -0.001766137545928359, -0.004577142186462879, -0.0024557237047702074, -0.005535961594432592, -0.0028942835051566362, 0.006998562719672918, 0.006595805753022432, 0.004196005407720804, 0.0035952136386185884, 0.0020039640367031097, -0.005376341752707958, -0.001569418585859239, -0.002209457801654935, 0.005523700267076492, 0.004755091387778521, 0.003190300427377224, 0.0020319437608122826, -0.006541742477566004, 0.0026110035832971334, -0.005100186448544264, -0.005210514646023512, -0.007010953966528177, 0.005383267533034086, 0.007698024157434702, 0.005908533930778503, -0.00325875380076468, -0.0032802456989884377, -0.0036467420868575573, 0.0033060540445148945, -0.00038559958920814097, 0.0011491242330521345, -0.002323699649423361, -0.004758049733936787, -0.003742317436262965]",Singer,Vũ Trọng Hối,9
455,"[-0.005167622119188309, 0.002702260622754693, 0.004337484482675791, -0.004936971236020327, -0.001395544270053506, -0.000824753544293344, -0.0010818223236128688, -0.004379121586680412, 0.001044588745571673, 0.0020041719544678926, 0.0005426082061603665, 0.005895756185054779, -0.006287509575486183, -0.006244048476219177, 0.0028904809150844812, 0.0048366328701376915, -0.004736161790788174, 0.004262510221451521, -0.0016596912173554301, -0.002052549971267581, 0.0002260783949168399, -0.0004989700973965228, 0.0030042980797588825, -0.0039986553601920605, 0.0053461105562746525, -0.00045548478374257684, 0.0072929696179926395, -0.0007558740908280015, -0.007098949048668146, 0.0031130656134337187, 0.0017330405535176396, 0.0002939502301160246, 0.005017198156565428, -0.004143544938415289, 0.0060976711101830006, 0.0019916463643312454, -0.001034217537380755, -0.0038503746036440134, -0.007674220018088818, -0.0012581006158143282, -0.000652913236990571, -0.00411551957949996, 0.0038317644502967596, -0.005465448368340731, 0.002787032164633274, 0.0032439290080219507, -0.004986372776329517, 0.005972608458250761, 0.003627397119998932, 0.0022474764846265316, 0.007556212600320578, -0.000740852439776063, 0.004467407241463661, -0.005663217511028051, -0.00112802698276937, -0.007540781982243061, 0.0001855688024079427, 0.0054245139472186565, 0.005224452819675207, -0.006544999312609434, 0.006361254025250673, -0.0035894899629056454, -0.0016355314292013645, -0.007022067904472351]",Singer,Trần Quý,4
456,"[-0.005169021897017956, 0.005351392086595297, -0.0023766180966049433, 0.0072861541993916035, 0.00438899639993906, -0.005935709923505783, -0.007667515892535448, -0.0050818738527596, 0.0021072824019938707, 0.001939062145538628, 0.002452301327139139, -0.006313292309641838, -0.00398351950570941, 0.0013066623359918594, -0.0038403416983783245, 0.0018061492592096329, 0.003941995091736317, -0.003056231653317809, -0.0021689750719815493, 0.003626362420618534, -0.004395402502268553, 0.004469700623303652, 0.007047794759273529, -0.007280169520527124, 0.004200601018965244, 0.004280958324670792, 0.006590296048671007, -0.006299314554780722, -0.00017456742352806032, 0.005016989540308714, -0.0038171238265931606, 0.00751816900447011, -0.005988217890262604, -0.0038650615606456995, 0.0016460620099678636, -0.005259736906737089, -0.0025602225214242935, -0.005459650419652462, -0.0068031069822609425, 0.004339486360549927, 0.0065417722798883915, 0.0016252603381872177, -0.00745999114587903, -0.00766327790915966, -0.006981579586863518, 0.0001296545669902116, -0.0032650360371917486, 0.005350478924810886, 0.006955675780773163, -0.005657990928739309, -0.0055154417641460896, -0.00573683250695467, -0.005090765189379454, 0.0010395341087132692, 0.000589661009144038, -0.0052721877582371235, -0.0022462685592472553, 0.004113764967769384, -0.0006418674602173269, -0.0015268796123564243, -0.0019713202491402626, 0.005532351788133383, -0.001011027954518795, -0.004553017672151327]",Singer,Nguyễn Duy Khoái,8
457,"[-0.005164823029190302, -0.00259600137360394, 0.0021406898740679026, 0.0018667775439098477, 0.0026603734586387873, -0.006227840669453144, -0.0035354357678443193, -0.0029736170545220375, -0.0010807985672727227, 0.0021343918051570654, -0.0032767783850431442, -0.0009361467091366649, 0.004729509819298983, -0.005720470100641251, 0.000727126665879041, -0.004727398976683617, -0.006467475090175867, 0.0032749944366514683, -0.0006411237991414964, 0.002214625012129545, -0.006155958864837885, 0.0051886881701648235, -0.005082694813609123, 0.0025643727276474237, 0.007637129630893469, 0.005696628708392382, -0.006926682777702808, -0.005293992813676596, -0.005322712007910013, -0.0006947830552235246, -0.002791630569845438, 0.0014705134090036154, -0.004221970681101084, -0.004700511693954468, -0.0006241106893867254, 0.0008694127318449318, 0.002017791848629713, -0.000631822447758168, 0.006208553444594145, 0.0031717249657958746, 0.0005827151471748948, 2.7920870707021095e-05, -0.004834724590182304, -0.0010697889374569058, 0.006699256133288145, -0.006152522284537554, 0.007195953745394945, 0.007216867990791798, -0.0030291604343801737, 0.0024334113113582134, 0.0024495217949151993, -0.00637389300391078, -0.007666248828172684, -0.0034437207505106926, -0.004563402384519577, 0.0035470291040837765, 0.005049243103712797, -0.0075789885595440865, 0.0013320932630449533, -0.0009562395862303674, 0.007401402108371258, -0.006208173930644989, -0.0028845390770584345, 0.003664832329377532]",Singer,Nguyễn Tiến,7
458,"[-0.005166222341358662, 5.312970461091027e-05, -0.0045734127052128315, -0.0015350966714322567, -0.007180085405707359, 0.004286203067749739, 0.005503871012479067, -0.0036763690877705812, -1.810477624530904e-05, 0.0020692821126431227, -0.001367084914818406, 0.002479804679751396, 0.007033499889075756, 0.001830240827985108, -0.006003696005791426, -0.007757883053272963, 0.0022106815595179796, -0.004043747670948505, -0.001150407362729311, -0.007731462828814983, 0.004847559612244368, -0.005467641167342663, -0.0010391984833404422, -0.0007171414326876402, 0.006491620093584061, -0.005191928241401911, -0.007629356347024441, 0.004787566605955362, 0.001601669704541564, 0.0012091411044821143, 0.0072832051664590836, -0.006930268369615078, 0.0003976135340053588, -0.004422028083354235, -0.005075719673186541, -0.00638197036460042, 0.0004917870392091572, -0.0022410983219742775, 0.007079666946083307, -0.006855687592178583, 0.007777400780469179, 0.005768700502812862, -0.000501480360981077, -0.0032676185946911573, -0.003069356083869934, 0.00635820347815752, -0.0067077092826366425, 0.006594738457351923, 0.00029911840101704, -0.0054720561020076275, 0.005002867430448532, 0.004255127161741257, -0.001599420909769833, 0.0032590306363999844, -0.0028457145672291517, 0.005815623793751001, 0.0026174059603363276, 0.006735262461006641, -0.004534226842224598, 0.004061880521476269, -0.0009311719331890345, 0.0029136682860553265, -0.0022600351367145777, 0.006133882328867912]",Singer,Trần Hồng,2
459,"[-0.0052180117927491665, 0.004320983774960041, -0.002995216054841876, -0.002404449274763465, 0.0037229310255497694, 0.0026808136608451605, -0.0037917837034910917, 0.0015717975329607725, -0.0075734383426606655, -0.00033978643477894366, 0.006791562773287296, 0.0038700068835169077, -0.0014688571682199836, -4.345844718045555e-05, -0.005044143181294203, 0.005114211235195398, -0.004822523798793554, 0.006412799004465342, -0.004368909168988466, -0.0007367017678916454, 0.005727753974497318, 0.006498180795460939, -0.007679827976971865, 0.0028668397571891546, -0.004642227664589882, -0.0018185339868068695, -0.0023782839998602867, 0.002805265597999096, 0.007803785614669323, -0.006470660213381052, 0.005052122287452221, -0.005259184166789055, -0.0005527657922357321, 0.005881854798644781, 0.002089744433760643, 0.006566849071532488, 0.006529612932354212, 0.0007156908977776766, -0.007564142812043428, -0.002869964577257633, -0.007269229274243116, -0.000572445394936949, 0.0035785639192909002, -0.006462316494435072, -0.005132994614541531, 0.0005050527979619801, -0.005518253892660141, -0.0007990628946572542, -0.0015545693458989263, -0.0010993507457897067, 0.005726651754230261, 0.006903877016156912, 0.004123210441321135, 0.001260843244381249, -0.001791265676729381, -0.003996384330093861, 0.006389433052390814, 0.005112558137625456, -0.00283807422965765, 0.0022323201410472393, 0.0032635866664350033, -0.0033281806390732527, 0.005221600644290447, 0.0037387292832136154]",Singer,Đình Nghĩ,4
460,"[-0.0052194115705788136, 0.006970115005970001, 0.00591568136587739, -0.0058063240721821785, -0.006117527838796377, -0.0024301426019519567, 0.0052475230768322945, 0.0008690454415045679, -0.0065107448026537895, -0.00040489653474651277, -0.006923743989318609, 0.007285958155989647, 0.0008351330761797726, 0.007507252506911755, 0.003850033972412348, 0.002083727391436696, 0.0038556328509002924, -0.0009059428120963275, -0.00487819267436862, 0.004942210856825113, 0.0011062725679948926, -0.004158148542046547, -0.003636331297457218, -0.00041467457776889205, -0.005787736736238003, 0.0029179092962294817, -0.0030809578020125628, -0.002738174982368946, -0.0008968328475020826, -0.004566736053675413, -0.0004980423836968839, 0.001965034520253539, 0.00406681839376688, 0.006160337943583727, -0.002361864782869816, -0.0006845343741588295, 0.005003608297556639, -0.0008935850346460938, -0.006693029310554266, 0.0027276226319372654, -7.454385922756046e-05, 0.0051683345809578896, -0.00771319167688489, 0.006964853964745998, 0.000723393342923373, -0.0026092214975506067, -0.0037969169206917286, -0.0014211925445124507, 0.0017737095477059484, 0.0066201817244291306, -0.007345002610236406, 0.0019078974146395922, -0.005434961523860693, -0.007661405019462109, -7.357790309470147e-05, -0.0017277899896726012, 0.0039575956761837006, 0.0038018093910068274, 0.006920605432242155, 0.007250440306961536, -0.005068987607955933, 0.005793661344796419, 0.005846104118973017, 0.006207779515534639]",Singer,Vũ Thiết,1
461,"[-0.005215212237089872, -0.0009772785706445575, -0.005192010197788477, 0.004399299155920744, 0.0077788494527339935, -0.0027222735807299614, -0.0062453970313072205, 0.002977302297949791, 0.005926174111664295, -0.00020956651133019477, 0.002972176531329751, -0.0029618958942592144, -0.00607683788985014, 0.0004801199829671532, -0.007207497488707304, -0.004449821077287197, -0.00655383663251996, 0.005425283219665289, -0.003350341459736228, 0.0035304734483361244, -0.0006542836199514568, -0.003439160995185375, -0.0001418206957168877, -0.006195132154971361, -0.0023512085899710655, 0.004333579912781715, -0.0009729366283863783, -0.001732853357680142, -0.006044977344572544, 0.005346491001546383, 0.0005274509312584996, -0.0040826210752129555, 0.0058330656029284, 0.005324888043105602, -0.004632037598639727, 0.005444615613669157, -0.006043377332389355, 0.0039342427626252174, 0.006318630650639534, 0.001559861353598535, -0.006033600773662329, 0.0035709950607270002, -0.005087925121188164, -0.002066657179966569, -0.001220771111547947, 0.006733601447194815, 0.006664073094725609, 0.00044519672519527376, 0.007413873448967934, -0.0009134159772656858, 0.0006199609488248825, 0.0012708365684375167, 0.007614554837346077, 0.003480339888483286, -0.0052266414277255535, 0.007091426756232977, -0.004371892660856247, 0.007734055630862713, -0.0067304340191185474, -0.007803919725120068, 0.004303734749555588, -0.00594686483964324, 0.003972593229264021, -0.0011993703665211797]",Singer,Vĩnh Lai,3
462,"[-0.005216612014919519, 0.0016718525439500809, 0.0037188867572695017, 0.0009974249405786395, -0.0020616098772734404, 0.007791770156472921, 0.0027939099818468094, 0.0022745500318706036, 0.0069888681173324585, -0.00027467659674584866, 0.004881869535893202, 0.0004540553200058639, -0.003772847354412079, -0.007594169117510319, 0.0016866798978298903, -0.007480304688215256, 0.0021243200171738863, -0.001893458771519363, -0.0038596249651163816, -0.006415613926947117, -0.0052757649682462215, 0.0015295097837224603, 0.003901675809174776, 0.006148353684693575, -0.00349671789444983, -0.006554977037012577, -0.0016756105469539762, -0.007276293821632862, 0.0008794042514637113, 0.007250415161252022, -0.005022713448852301, 0.003141597378998995, -0.005172349978238344, 0.005603371188044548, 0.006541353650391102, -0.0018067678902298212, -0.007569382432848215, 0.0023249671794474125, 0.0071897441521286964, 0.007157448213547468, 0.0011610847432166338, -0.006313225254416466, -0.0007546806009486318, -0.004264486487954855, 0.004635617136955261, 0.003619326977059245, -0.007239590398967266, -0.00017693295376375318, -0.004882847890257835, 0.006806116551160812, 0.003173306118696928, -0.003725142916664481, -0.0019436172442510724, -0.00544190825894475, -0.003508953610435128, -0.0062649790197610855, -0.00680373003706336, 0.006423306651413441, 0.0030282456427812576, -0.002785799792036414, -0.004028839524835348, 0.0031749773770570755, 0.00459709670394659, 0.0012696796329692006]",Singer,Ánh Dương,0
463,"[0.002189322141930461, -0.001535799354314804, 0.0015829893527552485, 0.0007526607369072735, -0.00592675618827343, -0.00158108735922724, -0.0010145970154553652, -0.0007245709421113133, -0.0029669662471860647, -0.002338270889595151, -0.001115986960940063, 0.001259879907593131, 0.006465209648013115, -0.0009224920650012791, 0.00022570053988602012, -0.006840071175247431, -0.004296924453228712, -0.008183145895600319, -0.006487231235951185, 0.0070744408294558525, 0.0023165883030742407, -0.0049428315833210945, -0.007309332024306059, 0.004591136705130339, 0.007774547673761845, 0.0005862839752808213, -0.005478268023580313, -0.00427347794175148, 0.004275159444659948, 0.0014961514389142394, -0.0014991946518421173, -0.006450722459703684, 0.002237407024949789, 0.006822734605520964, 0.0021662150975316763, -0.008215750567615032, 0.0009878891287371516, -0.005593861918896437, -0.004291335586458445, 0.004120882134884596, 0.006143519654870033, 0.006860689260065556, 0.005708602257072926, 0.000246127019636333, 0.002212736289948225, 0.005391162354499102, 0.0017680672463029623, -0.003666254924610257, -0.003419126383960247, -0.0014156450051814318, 0.0004736599512398243, 0.003365838434547186, -0.00319093675352633, -0.005379113834351301, 0.005246009677648544, 0.005363509990274906, -0.004901492968201637, 5.242403858574107e-05, 0.0047899517230689526, 0.008105350658297539, 0.0011755437590181828, 0.002934221876785159, 0.008510151877999306, -0.001623406889848411]",Singer,Châu Đăng Khoa,2
464,"[-0.0052250102162361145, 0.001941639930009842, -0.005315729882568121, -0.0037888213992118835, 0.0013956362381577492, -0.007248968817293644, -0.005470250267535448, -0.0019419635646045208, -0.002259969711303711, -0.0006653361488133669, 0.0007150287856347859, 0.005324763711541891, -0.005573905538767576, 0.006460095755755901, -0.007448257878422737, 0.005586791783571243, 0.007318259682506323, 0.001069089281372726, -0.0069153280928730965, -0.003592139109969139, -0.0017546523595228791, 9.153491555480286e-05, -0.0030873450450599194, 0.0020842694211751223, 0.005255225580185652, 0.006238681264221668, -0.005891652777791023, 0.006338062696158886, -0.004449306521564722, 0.003048960817977786, -0.007073699962347746, -0.00038809163379482925, 0.006920156069099903, 0.007274271454662085, -0.0045433007180690765, 0.001559932716190815, -0.0011004103580489755, -0.007330688647925854, -0.003208576701581478, -0.0061320289969444275, -0.0025458012241870165, -0.003118546213954687, -0.006005214061588049, -0.0018264646641910076, -0.007101053837686777, 0.0005586813203990459, 0.003088429570198059, -0.003909711726009846, -0.0005381756345741451, 0.006248312070965767, 0.0028683794662356377, -0.002451021457090974, 0.0032073501497507095, 0.0035246016923338175, 0.006797173526138067, 0.0073465872555971146, -0.005769752431660891, -0.0014411858282983303, -0.0009196755127049983, -0.00392707996070385, -0.007149283774197102, -0.004593971185386181, -0.007280881050974131, 0.0004589792515616864]",Singer,Tô Vũ,3
465,"[-0.005220811348408461, -0.006005753763020039, -0.0007984215626493096, 0.006416801828891039, -0.0003329868777655065, -0.007541099097579718, -0.001338170375674963, 0.00016629305901005864, -0.005448050796985626, -0.00047000637277960777, -0.005014050751924515, -0.00492309033870697, 0.0031391235534101725, -0.0005670369137078524, -0.0028807891067117453, -0.000946756568737328, -0.003091210499405861, 0.0074003152549266815, -0.005387476645410061, -0.005003876518458128, -0.0035152086056768894, 0.0008105221204459667, 0.0004071652074344456, -0.0036961883306503296, -0.006933246273547411, 0.007654352113604546, -0.0037836318369954824, 0.007343384437263012, 0.006027549039572477, -0.0026628118939697742, -0.006048206705600023, -0.006435746792703867, -0.006938597187399864, 0.006438821088522673, -0.006813473533838987, 0.007689082529395819, 0.003477603429928422, -0.0025028607342392206, -0.005821916274726391, -0.007299790158867836, 0.007120141759514809, -0.00471588596701622, -0.0033799472730606794, 0.004767024423927069, 0.006579781416803598, -0.005723495967686176, -0.002075580647215247, -0.002043322194367647, 0.0051019880920648575, -0.0012852858053520322, -0.0047916569747030735, -0.003088082419708371, 0.0006318662781268358, -0.0009586533415131271, 0.0016441100742667913, 0.0005408043507486582, 0.001525758532807231, 0.002491060644388199, 0.001054285210557282, -0.003356439992785454, 0.002223438583314419, -0.0007094969623722136, 0.0064706080593168736, -0.006948170717805624]",Singer,Phạm Tịnh,1
466,"[-0.005222211126238108, -0.003356622764840722, -0.0075125242583453655, 0.0030149274971336126, 0.005451553966850042, 0.0029729444067925215, 0.0077011361718177795, -0.0005364590906538069, -0.00438535725697875, -0.0005351164727471769, -0.0031043575145304203, -0.0015071388334035873, 0.00544311385601759, 0.006983674131333828, 0.006013388279825449, -0.003977240528911352, 0.0055869463831186295, 8.157322008628398e-05, -0.005896760616451502, 0.0006750358152203262, 0.00748831033706665, 0.005779193248599768, 0.004450661595910788, -0.0069777024909853935, 0.007546244189143181, -0.003234204836189747, -0.004486305173486471, 0.0017999440897256136, -0.0026730697136372328, -0.0007588876760564744, 0.004026629030704498, 0.0007884715450927615, -0.0023190125357359648, 0.006717304699122906, 0.004359917249530554, 0.00043769905460067093, 0.0019515990279614925, -0.0041121370159089565, -0.004950803238898516, -0.0017022032989189029, -0.0013101722579449415, 0.0010248940670862794, 0.0009532971307635307, 0.0025691944174468517, -0.0031888301018625498, 0.006787229795008898, -0.00035424373345449567, -0.002665452193468809, -0.0071947332471609116, 0.006434246897697449, -0.0022383113391697407, 0.007540937978774309, 0.006698694080114365, 0.005744098220020533, 0.003361797658726573, 0.0028093988075852394, -0.0009060784941539168, 0.0011803116649389267, -0.004812035243958235, 0.0016616801731288433, -0.006109135691076517, -0.0072126551531255245, 0.007095111533999443, -0.004479120951145887]",Singer,Võ Vang,3
