id,emb,label,name,community
467,"[-0.005229209549725056, -0.005735966842621565, 0.005791961681097746, 0.0016305552562698722, 0.003124259179458022, -0.006956838071346283, 0.0060226693749427795, -0.004050220362842083, 0.0009281110251322389, -0.0008606662158854306, 0.006444108206778765, -5.2381805289769545e-05, 0.0013380656018853188, -0.0021377720404416323, 0.0036092738155275583, -0.003504660213366151, 0.0021027293987572193, -0.005262136459350586, 0.007181820459663868, -0.002180401934310794, 5.904079444007948e-06, -0.0006274525076150894, -0.006581855937838554, -0.007760272826999426, 0.0018186976667493582, 0.004823010414838791, 0.007625326048582792, 0.00533274095505476, 0.0006988379755057395, -0.006864266004413366, 0.0075258067809045315, 0.005659563932567835, 0.005153908859938383, -0.007515278644859791, -0.0022731279022991657, -0.004569217097014189, -0.00567842461168766, 0.0034664832055568695, -0.0005952368956059217, -0.004964267835021019, 0.003413256024941802, -0.0015212068101391196, 0.006994519382715225, 0.007205046247690916, -0.00515688955783844, 0.006840858142822981, -0.007372560445219278, -0.005776100791990757, -0.0061783394776284695, -0.0018430904019623995, -0.005096584092825651, -0.0018139607273042202, 0.00578283378854394, -0.007617142982780933, -0.0036747632548213005, -0.0014726294903084636, 0.002559735905379057, -0.0053734323009848595, -0.0028936362359672785, -0.004497719928622246, -0.0008970062481239438, 0.007146554533392191, -0.005407370161265135, -0.00775887118652463]",Singer,Phan Thanh Nam,9
468,"[-0.005230609327554703, -0.0030868356116116047, -0.00092214101459831, -0.0017713189590722322, -0.0067161996848881245, 0.003557205433025956, -0.0005630240775644779, -0.00475297262892127, 0.0019908046815544367, -0.0009257763158529997, -0.007271198555827141, 0.003363569499924779, 0.003642055671662092, 0.005412939004600048, -0.0031215492635965347, -0.006535144057124853, -0.004844114184379578, 0.0030441212002187967, 0.006672536488622427, 0.003498510457575321, -0.004615577403455973, 0.004341218154877424, -0.002538359258323908, 0.0045832134783267975, 0.0006731880130246282, -0.006065546069294214, 0.00692265247926116, -0.00021069949434604496, 0.007623219396919012, -0.004960341844707727, 0.0019756422843784094, -0.002741217613220215, -0.005851506721228361, -0.007236795499920845, -0.0067247371189296246, 0.0038043996319174767, -0.007204429246485233, 0.0018572075059637427, 0.0002758764603640884, 0.0006333194905892015, -0.0050170584581792355, 0.004219572991132736, -0.004297236446291208, 0.005007216706871986, 0.0006994984578341246, 0.003726583905518055, -0.005651223938912153, -0.006398230791091919, -0.0028500608168542385, 0.005876442417502403, -0.0025432384572923183, -0.0068099405616521835, -0.0037753384094685316, -0.0009143915376625955, -0.001957075437530875, 0.0007959649083204567, 0.00012789889296982437, -0.006684180814772844, 0.00686504365876317, 0.0005204002372920513, 0.006395419593900442, 0.0006433965754695237, -0.004782866220921278, -0.005289821419864893]",Singer,Vĩnh An,0
469,"[-0.0052264099940657616, 0.004590770695358515, 0.0035951673053205013, -0.0071906959637999535, 0.007180177140980959, 0.003265074687078595, 0.003569056047126651, -0.002644715830683708, -0.001197276171296835, -0.000730446248780936, 0.002624722197651863, -0.006884284783154726, -0.003269915236160159, -0.0016141935484483838, 0.0014459193916991353, 0.0025563077069818974, 0.00037141592474654317, -0.006249652709811926, -0.007424612063914537, 0.002086773281916976, -0.0063761333003640175, 0.005060205701738596, 0.0009561513434164226, -0.0011972446227446198, 0.004109716042876244, -0.004649875685572624, -0.006594326347112656, 0.0007946222904138267, 0.002475074725225568, 0.004952885210514069, 0.0030011357739567757, 0.006836127024143934, -0.004085259512066841, 0.00755275459960103, 0.006630090065300465, -0.00569145055487752, -0.002626415342092514, 0.006685035303235054, -0.0023374632000923157, -0.0005344420205801725, 0.004648884292691946, 0.0026222337037324905, -0.0016719696577638388, -0.004024294205009937, -0.0012446659384295344, -0.0025555933825671673, 0.004809766076505184, -0.00453184125944972, 0.002790102967992425, -0.001657155342400074, 0.0054217251017689705, -0.0074470010586082935, -0.006350822281092405, -0.005397646687924862, -0.007110138889402151, -0.0060098180547356606, 0.007423410192131996, -0.0027519348077476025, -0.006785995792597532, 0.0010910399723798037, 0.0001431420969311148, 0.004527870565652847, -0.006656377576291561, 0.00292802881449461]",Singer,Lê Việt Hòa,7
470,"[-0.005227809771895409, 0.007239901926368475, -0.0031189355067908764, 0.005032429937273264, -0.0026602817233651876, -0.0018458818085491657, -0.003016637172549963, -0.0033474683295935392, -0.00013458248577080667, -0.0007955561159178615, 0.00453441496938467, -0.003468333510681987, -0.000965924933552742, 0.005936517380177975, -0.005284903571009636, -0.00047417619498446584, -0.006575427483767271, 0.0020566051825881004, 0.007691104430705309, 0.007765685673803091, 0.004627385176718235, -0.00559612363576889, 0.004999647848308086, -0.004478758666664362, 0.002964206738397479, 8.656756108393893e-05, -0.007297000382095575, -0.004748818464577198, -0.006225543562322855, 0.0068568093702197075, -0.00254902895539999, -0.0015646545216441154, 0.0005343244993127882, -0.007793762255460024, 0.002178480848670006, 0.002682166174054146, -0.004152419976890087, 0.005075759254395962, -0.0014663499314337969, 0.00506314542144537, -0.003781429724767804, -0.007261986378580332, 0.0026612747460603714, -0.006222124211490154, 0.004611722193658352, -0.005669867619872093, 0.006531102582812309, -0.005153971258550882, 0.0061183818615973, 0.006062377244234085, -0.007649929262697697, 0.003182019107043743, -0.0002839941007550806, 0.0013051050482317805, -0.005392450839281082, -0.0037412235978990793, 0.00499157328158617, -0.004062683321535587, 0.0029726841021329165, 0.006109160371124744, 0.007435568142682314, -0.001975287450477481, -0.006031873635947704, 0.005397079046815634]",Singer,Trần Nhật Dương,1
471,"[-0.005234808195382357, 0.004860558081418276, -0.005439449567347765, 0.0036480575799942017, -0.004987576976418495, 0.003849336178973317, -0.004695103969424963, -0.0068612294271588326, 0.005178886000066996, -0.0011211060918867588, -0.0015421189600601792, -0.0020135764498263597, -0.005070973187685013, -0.0031849283259361982, -0.007689017802476883, -1.59586875270179e-06, 0.005565355997532606, -0.0032871044240891933, 0.005144685041159391, 0.00491024786606431, -0.002855020808055997, 0.0036222306080162525, -0.006032869685441256, -0.005261329002678394, -0.0027633400168269873, -0.007481216918677092, 0.004814631305634975, -0.0012160212500020862, -0.0028536359313875437, 0.0007514311000704765, 0.0009501492022536695, 0.003306437749415636, -0.007617753464728594, -0.00640134559944272, -0.004454564303159714, -0.002324750181287527, 0.0038425566162914038, -0.0029706202913075686, 0.0028892161790281534, 0.0018010810017585754, 0.0009419984999112785, 0.005816912744194269, -0.006922503001987934, -0.0015862724976614118, 0.0026436629705131054, -0.00561623927205801, -0.00048721395432949066, 0.00736038014292717, 0.007134775165468454, -0.002214960055425763, 0.00511679844930768, -0.006172879599034786, -0.0011998550035059452, 0.003568863496184349, 0.0031959880143404007, 0.0076017482206225395, -0.007167612202465534, 0.0050085727125406265, 0.004891083110123873, -5.023975245421752e-05, -0.0029773025307804346, -0.0032410777639597654, -0.002909355331212282, 0.0021173283457756042]",Singer,Võ Đăng Tín,3
472,"[-0.005236207973212004, 0.007509689312428236, 0.003471447853371501, 0.0002461832482367754, 0.0007969640428200364, -0.0012616204330697656, 0.0043442025780677795, -0.00756398169323802, 0.006241579540073872, -0.0011862159008160233, 0.00036757439374923706, 0.0014023750554770231, -0.0027669828850775957, 0.004365782253444195, 0.001205159118399024, -0.0030320798978209496, -0.0013814875856041908, 0.005019153468310833, 0.004635401535779238, -0.005035839509218931, -0.007476502098143101, -0.0070340982638299465, -0.001989373005926609, 0.007082157302647829, -0.003908849321305752, -0.0027447741013020277, 0.004111957270652056, -0.00675946194678545, 0.004070745315402746, 0.0026553550269454718, -0.004600015003234148, -0.005094343796372414, -0.0029981695115566254, -0.006122861988842487, 0.006718826480209827, 0.006048866547644138, 0.002316551748663187, -0.0045798965729773045, 0.003760329447686672, 0.007398667745292187, -0.007488315925002098, -0.0040673078037798405, -0.0025892588309943676, -0.0037841019220650196, -0.0071249487809836864, 0.006894486490637064, 0.0012341226683929563, 0.006738250143826008, -0.005161946173757315, 0.00550457276403904, 0.007670143619179726, 0.0044561405666172504, 0.004866973031312227, -0.005353384651243687, 0.004913675598800182, -0.005754657555371523, 0.0060255504213273525, 0.0036978237330913544, -0.0009752372279763222, 0.004967879969626665, 0.004315123427659273, 0.005880764219909906, -0.0022848518565297127, 0.004586378578096628]",Singer,Bùi Đức Hạnh,0
473,"[-0.0052320086397230625, -0.00043770414777100086, -0.0076362439431250095, -0.0051731932908296585, -0.0009316588402725756, -0.001553750829771161, -0.007148717064410448, -0.005455724895000458, 0.0030534984543919563, -0.0009908861247822642, -0.005361505318433046, 0.006779520772397518, 0.005946046207100153, -0.0026613501831889153, 0.005772627890110016, 0.006059371866285801, 0.003834042465314269, -0.004274620674550533, 0.006163252983242273, -0.00644757691770792, 0.006387941539287567, -0.006315110716968775, 0.001505137188360095, 0.0013016992015764117, -0.0004723213496617973, -0.0013291031355038285, 0.00621997844427824, -0.005754140205681324, -0.0010773991234600544, -0.003056417452171445, -0.003574521979317069, 0.0044830008409917355, -0.001231922535225749, -0.006958312354981899, 0.004448653664439917, -0.0034469838719815016, 0.006894566118717194, 0.0002479315735399723, 0.0011469897581264377, 0.006230906583368778, 0.002177627058699727, -0.005664647091180086, 3.6008037568535656e-05, 0.0028093871660530567, 0.006555886473506689, 0.0006123096100054681, -0.003929887432605028, -0.007020360324531794, 0.0004782179312314838, -0.0020290252286940813, 1.0107117304869462e-05, 0.003819079836830497, 0.002291489392518997, 0.005788360256701708, -0.00023938775120768696, 0.003064559306949377, -0.0023039381485432386, 0.0076300702057778835, 0.0009987234370782971, 0.005538519937545061, -0.0019371543312445283, -0.005859761498868465, -0.0041583627462387085, -0.002820771187543869]",Singer,Tôn Thất Lập,0
474,"[-0.00523340841755271, 0.0022114268504083157, 0.0012746532447636127, 0.007049932144582272, 0.004852882120758295, -0.006664707325398922, 0.0018905892502516508, -0.006158477161079645, 0.004116191994398832, -0.0010559960501268506, -0.003451812081038952, -0.005429527722299099, -0.007374963257461786, 0.004889360629022121, -0.0009581951308064163, 0.0030288880225270987, -0.0031128008849918842, 0.004031637217849493, 0.005653969012200832, -0.000768664525821805, 0.0017664602492004633, -0.0013464399380609393, 0.005548633635044098, -0.0019798146095126867, -0.0016178307123482227, 0.003407339798286557, 0.005517304874956608, 0.004327419213950634, 0.005846982356160879, -0.001152493292465806, 0.006500313524156809, -0.003917780704796314, 0.0033876621164381504, -0.006679828744381666, -2.9554712455137633e-06, 0.0049266330897808075, 0.0053685614839196205, -0.0013613445917144418, 0.0020181031432002783, -0.003796506440266967, -0.006252686958760023, 7.613273191964254e-05, 0.004369252361357212, 0.0006115573341958225, -0.003212725045159459, -0.0025019648019224405, -0.002208550926297903, -0.0076424903236329556, 0.0038064965046942234, 0.0056905075907707214, 0.0025634525809437037, -0.0011768998811021447, -0.00726668257266283, -0.003133888356387615, 0.0014782999642193317, 0.005333153530955315, -0.004735775291919708, 0.006319321691989899, -0.004867596551775932, -0.005068359896540642, 0.005355271510779858, 0.0032620804850012064, -0.0035338590387254953, -0.0003517214208841324]",Singer,Văn Thành Nho,1
475,"[-0.005195616278797388, -0.0068151154555380344, -0.004944571293890476, 0.005150540731847286, 0.004920275416225195, 0.006331117358058691, -0.007795689627528191, -0.002809166442602873, 0.006673462688922882, 0.0007019728072918952, 0.0074864719063043594, -0.003910215571522713, -0.007082702592015266, 0.004145168233662844, -0.006725976709276438, 0.006726954132318497, -0.003048029262572527, -0.0014873292529955506, 0.0037796322721987963, 0.0021506992634385824, 0.001546453800983727, 0.00512444693595171, 0.005749228410422802, -0.007128935772925615, -0.0019390772795304656, 0.0005233765114098787, -0.006760504562407732, -0.002249685116112232, 0.006388681475073099, -0.005683449096977711, 0.00010475239832885563, 0.004153320100158453, 0.003658884670585394, 0.0014261215692386031, -0.004809510428458452, -0.002411019057035446, -0.00030431163031607866, -0.004785893484950066, -0.005876955110579729, 0.0013186415890231729, 0.0026157996617257595, 0.0013250773772597313, -0.0032533472403883934, -0.0025470415130257607, -0.005085205193608999, 0.003458442399278283, -0.0018096398562192917, -0.006469986401498318, 0.007692971266806126, 0.00038812780985608697, -0.003876876551657915, -0.006910447031259537, 0.0008039645617827773, 0.003391816047951579, 0.001975729363039136, 0.006581105291843414, -0.0015761733520776033, -0.005165461450815201, -0.0027269513811916113, 6.740043318131939e-05, -0.0040402282029390335, 0.006972348317503929, -0.004770458210259676, -0.004516069311648607]",Singer,Trần Thế Bảo,3
476,"[-0.005197016056627035, -0.004165984224528074, 0.003966325893998146, 0.0017486666329205036, -0.004920183680951595, 0.0012201607460156083, 0.001243616919964552, -0.0035119184758514166, 0.007736156228929758, 0.0006368629983626306, -0.006228834856301546, -0.0004942643572576344, -0.004778712522238493, -0.00392912095412612, 0.0021681999787688255, 0.0036964702885597944, 0.005630127154290676, 0.0068189287558197975, 0.0032703483011573553, -0.0077953883446753025, -0.0030750276055186987, -0.005531882401555777, -0.005832275375723839, 0.005214550066739321, -0.0030845864675939083, 0.00525981979444623, -0.007463178597390652, -0.007793125696480274, -0.0023119368124753237, -0.0037795244716107845, -0.005445411894470453, -0.004247461445629597, -0.00734653091058135, 0.0017046047141775489, 0.006363880354911089, 0.005962597671896219, -0.0018303163815289736, -0.006395169533789158, -0.005005841609090567, 0.00691622868180275, -0.005814514588564634, 0.007065856829285622, 0.0010798973962664604, -0.004744871519505978, 0.0007711831131018698, 0.0003441676963120699, -8.830349543131888e-05, -0.00709211640059948, -0.004603750072419643, -0.007517339661717415, -0.0013235309161245823, 0.0037185729015618563, 0.006870792713016272, -0.005530431866645813, 0.0036934169474989176, -0.006775300018489361, -0.004008010495454073, -0.006476210430264473, 0.007031728513538837, 0.005085520446300507, 0.003252197988331318, 0.00046919050510041416, -0.004145954269915819, -0.002047019312158227]",Singer,Trương Đình Quang,1
477,"[0.0006593483267351985, 0.0036532252561300993, -0.007096272427588701, -0.003428782569244504, -0.007436585146933794, -0.0006099023157730699, 0.003297752235084772, -0.0018476335098966956, 0.004185493104159832, 0.0010517615592107177, 0.003866999177262187, 0.004234388470649719, 0.004529301542788744, 0.003497488796710968, 0.007617534603923559, -0.0023055283818393946, -0.0060205357149243355, -0.0007137868087738752, 0.004260288085788488, 0.005485312081873417, -0.004629211500287056, -0.006138511933386326, -0.003128031035885215, 0.0005005487473681569, -0.0002652800758369267, 0.007035812828689814, -0.005465980619192123, -0.00829137209802866, -0.00822399277240038, 0.00582463014870882, -0.004026318900287151, 0.003510624635964632, -0.005366785917431116, 0.0014928480377420783, 0.003624548204243183, -0.0028741240967065096, 0.0025936730671674013, -0.0013211250770837069, -0.008809736929833889, 0.005916999652981758, 0.003553523449227214, 0.005806338507682085, 0.0025797297712415457, 0.001840519835241139, -0.0012900321744382381, -0.005396423861384392, -0.004702647682279348, -0.005645076744258404, 0.001842678990215063, -0.0011768810218200088, 0.005545980297029018, 0.00298235728405416, 0.004584631882607937, 0.004680233541876078, -0.001981182023882866, 0.002097857417538762, 0.0039199767634272575, -0.002832019003108144, -0.0068900869227945805, 0.005550111643970013, -0.002776029286906123, 0.005503355525434017, -0.005420234985649586, 0.00712974788621068]",Singer,Soobin Hoàng Sơn,2
